SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET,MONTH,QUARTER,YEAR,DAY_OF_WEEK,LOSS_PER_FREQ,SEV_OPVAR_RATIO,RISK_COMPOSITE,GDP_VIX_RATIO,EVENT_ENC,PROCESS_ENC,SCENARIO_PREFIX,SCENARIO_ENC,ANOMALY_ISO,ANOMALY_SCORE,ZSCORE_LOSS,ANOMALY_Z,ANOMALY_COMBINED,PREDICTED_LOSS,PREDICTED_TARGET,PROB_HIGH_RISK,RISK_SCORE,ALERT_TIER
OLE-0837,2017-02-04,Cyber-Fraud,Payments,95.33,4,0.63,0.9,1.0,3.7,15,,2,1,2017,5,23.832499994041875,0.6999999992222222,2.2680000000000002,0.24666666665022224,0,3,OLE,1,0,-0.056204450303131814,0.2124985376394469,0,0,80.83417461749633,0,0.04000450413384495,21.47047273682413,LOW
ALE-1149,2019-10-11,System Failure,Online Services,104.39,5,2.58,1.8,1.32,2.9,17,,10,4,2019,4,20.8779999958244,1.433333332537037,23.220000000000002,0.17058823528408304,3,2,ALE,0,0,-0.0661082492366617,0.09396208930730182,0,0,95.79037175161778,0,0.020801244697621533,21.718558782858484,LOW
OLE-0071,2015-12-11,Tech Failure,ATM Network,50.89,1,0.65,1.27,1.0,3.4,15,,12,4,2015,4,50.88999994911,0.5118110232190464,0.8255,0.22666666665155555,4,0,OLE,1,0,-0.043017217247112605,0.7939289751538537,0,0,62.804707036189185,0,0.04698771046423256,20.790431520022466,LOW
OLE-0232,2025-06-27,Tech Failure,E-Banking,32.07,5,0.34,0.68,1.0,3.8,22,0.0,6,2,2025,4,6.4139999987172,0.4999999992647059,1.1560000000000001,0.17272727271942148,4,1,OLE,1,0,-0.05658162347844642,1.0401603170535192,0,0,27.970515293844432,0,0.000802805119682,11.607059656589781,LOW
OLE-0291,2025-03-11,Cyber-Fraud,Payments,34.75,3,0.7,1.25,1.0,3.4,24,0.0,3,1,2025,1,11.583333329472222,0.559999999552,2.6249999999999996,0.14166666666076388,0,3,OLE,1,0,-0.07789724791547525,1.0050965552952247,0,0,38.21871202764834,0,0.0004967937588258444,10.075631898681694,LOW
ALE-0335,2018-09-28,Phishing,Online Services,192.93,5,1.67,2.14,1.79,2.8,21,0.0,9,3,2018,4,38.5859999922828,0.7803738314110401,17.869,0.1333333333269841,2,2,ALE,0,0,-0.10376155450281366,1.0644503980357582,0,0,170.23125870797352,0,0.014177102378626575,27.79030150790709,LOW
OLE-0619,2024-04-02,Cyber-Fraud,Retail Banking,57.33,5,0.92,1.49,1.0,3.4,14,,4,2,2024,1,11.465999997706799,0.6174496640151345,6.854000000000001,0.2428571428397959,0,4,OLE,1,0,-0.03137456920247428,0.7096712789883997,0,0,50.064144162689175,0,0.01693586254244437,19.42942513040235,LOW
OLE-0298,2015-02-25,Tech Failure,Retail Banking,102.76,1,0.94,1.01,1.0,3.7,22,0.0,2,1,2015,2,102.75999989724,0.9306930683854523,0.9493999999999999,0.16818181817417355,4,4,OLE,1,0,-0.04503916521376827,0.11528818321253315,0,0,94.25290855021693,0,0.1777608060161961,30.086338268530138,MEDIUM
ALE-0880,2018-12-21,System Failure,Online Services,104.03,1,1.32,2.42,2.75,3.3,24,,12,4,2018,4,104.02999989597,0.545454545229151,3.1944,0.13749999999427082,3,2,ALE,0,0,-0.09881717076033891,0.09867214685692346,0,0,150.8301340638364,0,0.02033101413008862,25.641905999035004,LOW
ALE-0227,2018-09-04,Tech Failure,Retail Banking,46.37,4,2.93,3.41,3.25,2.6,29,,9,3,2018,1,11.592499997101875,0.8592375364049156,39.9652,0.08965517241070155,4,4,ALE,0,1,0.036774008739137165,0.8530663643879924,0,1,72.57195969143412,1,0.4344875763226461,47.72554101518904,MEDIUM
OLE-0411,2019-08-06,Tech Failure,Payments,44.84,4,0.79,0.63,1.0,2.8,19,,8,3,2019,1,11.209999997197501,1.2539682519778284,1.9908000000000001,0.14736842104487533,4,3,OLE,1,0,-0.07856389341440062,0.8730841089738843,0,0,40.35084019780933,0,0.00640916063275254,10.524085804686159,LOW
ALE-0826,2015-09-12,System Failure,Payments,81.88,4,1.67,1.97,1.9,2.8,28,,9,3,2015,5,20.4699999948825,0.8477157356102966,13.1596,0.09999999999642857,3,3,ALE,0,0,-0.06687809827253838,0.3884715210905894,0,0,84.46488233923029,0,0.0020449710864858255,19.140883843044534,LOW
OLE-0586,2021-07-22,Tech Failure,Payments,58.38,4,1.11,0.8,1.0,2.8,18,,7,3,2021,3,14.59499999635125,1.387499998265625,3.5520000000000005,0.15555555554691358,4,3,OLE,1,0,-0.08194223575403015,0.6959336111353365,0,0,56.40962267005325,0,0.0019867651685427598,12.431614523374975,LOW
ALE-0321,2016-07-08,System Failure,Payments,120.28,4,1.22,1.82,1.55,3.7,26,,7,3,2016,4,30.0699999924825,0.6703296699613572,8.8816,0.14230769230221893,3,3,ALE,0,0,-0.09175139164329443,0.11393461753572082,0,0,123.2143492519522,0,0.008464092028361085,21.866057424616407,LOW
ALE-0179,2018-03-01,Data Breach,ATM Network,126.81,5,1.44,2.53,2.99,2.8,17,0.0,3,1,2018,3,25.3619999949276,0.56916996024934,18.215999999999998,0.1647058823432526,1,0,ALE,0,0,-0.08359806233608963,0.19936982808858034,0,0,106.38595328691298,0,0.01712941022181764,20.69121681074421,LOW
ALE-0979,2017-02-10,Cyber-Fraud,ATM Network,18.2,2,1.87,3.02,2.1,3.1,29,0.0,2,1,2017,4,9.09999999545,0.6192052978082102,11.2948,0.10689655172045184,0,0,ALE,0,0,-0.042537526177626406,1.221628367645887,0,0,38.659340696791546,0,0.019063480347472538,16.03120645390515,LOW
ALE-0046,2019-02-25,Tech Failure,ATM Network,158.24,2,2.46,3.43,2.55,2.5,18,,2,1,2019,0,79.11999996044,0.7172011659716614,16.875600000000002,0.13888888888117285,4,0,ALE,0,0,-0.008231621411615264,0.6105840191569379,0,0,191.52609758723958,0,0.18958768713484545,51.4720584708555,HIGH
OLE-0368,2024-11-11,Data Breach,Retail Banking,5.0,2,0.71,1.33,1.0,3.9,21,,11,4,2024,0,2.49999999875,0.533834586064786,1.8886,0.18571428570544218,1,4,OLE,1,0,-0.04796331209997484,1.3943304777986811,0,0,12.509997920996355,0,0.0024242424242424242,10.472803155856521,LOW
OLE-0832,2018-03-01,Cyber-Fraud,Retail Banking,21.04,3,0.79,0.79,1.0,3.3,22,,3,1,2018,3,7.013333330995555,0.9999999987341772,1.8723,0.1499999999931818,0,4,OLE,1,0,-0.08157437173343701,1.1844712469766494,0,0,27.410048409874502,0,0.0015278838808250575,7.842528373779328,LOW
OLE-0248,2016-12-11,Tech Failure,Payments,103.86,2,1.27,0.7,1.0,3.0,19,0.0,12,4,2016,6,51.929999974035,1.8142857116938778,1.7779999999999998,0.157894736833795,4,3,OLE,1,0,-0.034653572039298974,0.10089634069980039,0,0,83.78497242006424,0,0.004058834295628069,23.874100957400994,LOW
ALE-1054,2015-06-14,Cyber-Fraud,Online Services,197.22,4,2.81,3.43,2.72,4.0,24,,6,2,2015,6,49.304999987673746,0.8192419822684426,38.553200000000004,0.1666666666597222,0,2,ALE,0,1,0.015457010603851629,1.1205785838354163,0,1,197.9002954902382,1,0.8592143044502158,79.43351219051955,CRITICAL
ALE-0423,2015-12-05,Tech Failure,ATM Network,61.13,1,2.08,3.38,2.97,3.9,15,0.0,12,4,2015,5,61.12999993887,0.615384615202549,7.0304,0.25999999998266665,4,0,ALE,0,1,0.018375149851128203,0.6599540048535043,0,1,123.17511893596635,1,0.8491884717616845,67.59069993297345,HIGH
OLE-0136,2015-11-23,System Failure,Payments,43.44,3,0.57,1.23,1.0,3.4,24,,11,4,2015,0,14.479999995173332,0.46341463376958153,2.1033,0.14166666666076388,3,3,OLE,1,0,-0.06564818956957902,0.8914009994446354,0,0,49.915196222284116,0,0.0004967937588258444,13.755671267589308,LOW
ALE-0778,2016-02-03,Phishing,Online Services,146.89,5,2.74,2.55,1.9,2.9,19,0.0,2,1,2016,2,29.377999994124398,1.0745098035001923,34.935,0.15263157893933518,2,2,ALE,0,0,-0.05798572371162691,0.4620863714119215,0,0,136.98680281153767,0,0.05614705580791783,30.732056028031852,MEDIUM
OLE-0241,2021-03-23,System Failure,ATM Network,74.36,1,1.32,0.92,1.0,3.0,18,0.0,3,1,2021,1,74.35999992564,1.4347826071361058,1.2144000000000001,0.1666666666574074,3,0,OLE,1,0,-0.06352958804391062,0.48685938990490846,0,0,73.08693438797567,0,0.06845397605080562,20.145395047340212,LOW
OLE-0580,2019-02-19,Tech Failure,ATM Network,81.82,5,0.65,0.7,1.0,2.9,14,,2,1,2019,1,16.3639999967272,0.928571427244898,2.275,0.20714285712806121,4,0,OLE,1,0,-0.043346147023666015,0.38925653068219307,0,0,66.57485439152487,0,0.02377727461463194,20.530970585550783,LOW
ALE-0893,2014-09-16,Cyber-Fraud,Retail Banking,136.98,2,1.15,2.89,2.62,3.2,25,0.0,9,3,2014,1,68.48999996575499,0.39792387529483597,6.646999999999999,0.12799999999488001,0,4,ALE,0,0,-0.06397834229757426,0.332428953865392,0,0,155.33803946254466,0,0.06796015193793783,33.186561420036355,MEDIUM
ALE-0859,2018-11-09,Cyber-Fraud,E-Banking,91.93,4,2.4,3.37,2.75,3.6,15,,11,4,2018,4,22.982499994254376,0.7121661718954996,32.352,0.239999999984,0,1,ALE,0,1,0.010657867182949587,0.25698241449698467,0,1,98.08187723563472,1,0.7297659188943807,58.26412029859449,HIGH
OLE-0850,2015-02-19,System Failure,Retail Banking,20.54,3,1.28,0.73,1.0,2.8,22,,2,1,2015,3,6.846666664384444,1.7534246551322952,2.8032,0.12727272726694214,3,4,OLE,1,0,-0.05939427136092007,1.1910129935733462,0,0,25.90287455180629,0,0.0007198787358622609,10.85777556966217,LOW
OLE-0290,2017-01-05,Data Breach,Retail Banking,5.0,4,1.0,0.62,1.0,2.8,24,,1,1,2017,3,1.2499999996875,1.612903223204995,2.48,0.11666666666180554,1,4,OLE,1,0,-0.04566228319170884,1.3943304777986811,0,0,15.142076333372394,0,0.019216843024509364,11.821242444163113,LOW
OLE-0307,2014-01-31,Tech Failure,Payments,15.53,2,1.39,1.26,1.0,3.4,23,,1,1,2014,4,7.764999996117499,1.1031746022990676,3.5027999999999997,0.14782608695009453,4,3,OLE,1,0,-0.0876970636320743,1.2565612944722477,0,0,24.37605769830305,0,0.0016898452599723656,6.457522363239581,LOW
ALE-0795,2018-07-30,Cyber-Fraud,Payments,113.67,3,2.45,2.11,2.23,3.3,18,,7,3,2018,0,37.88999998737,1.161137440207992,15.5085,0.18333333332314813,0,3,ALE,0,0,-0.07242136612281885,0.027452727527389826,0,0,133.94584130122337,0,0.006996620881850594,26.389172239783896,LOW
OLE-0842,2022-12-20,Data Breach,Payments,40.89,1,1.1,1.31,1.0,3.3,14,,12,4,2022,1,40.88999995911,0.8396946558475613,1.4410000000000003,0.23571428569744896,1,3,OLE,1,0,-0.06588031869157912,0.9247639070877887,0,0,56.28870348695262,0,0.011883342647544533,15.136858116459845,LOW
ALE-0082,2019-09-23,System Failure,Retail Banking,186.46,1,1.71,1.95,1.59,3.9,18,0.0,9,3,2019,0,186.45999981353998,0.8769230764733728,3.3345,0.21666666665462964,3,4,ALE,0,1,0.005109890127205752,0.9798001970745024,0,1,187.78776830839053,1,0.40048607448126344,60.23234303463399,HIGH
ALE-0108,2019-12-22,System Failure,Retail Banking,129.53,3,2.74,2.54,2.86,3.2,27,,12,4,2019,6,43.17666665227444,1.078740157055614,20.878800000000002,0.11851851851412895,3,4,ALE,0,0,-0.061174718426148966,0.23495692957461065,0,0,161.2129086516916,0,0.0004229588272918667,32.175328580821215,MEDIUM
ALE-0245,2019-03-21,Phishing,ATM Network,68.33,3,1.12,1.22,0.89,2.8,29,0.0,3,1,2019,3,22.776666659074444,0.9180327861327601,4.099200000000001,0.09655172413460165,2,0,ALE,0,0,-0.051323362368586145,0.5657528538610712,0,0,69.04417729894288,0,0.09714949368783475,22.311908685774036,LOW
OLE-0343,2015-04-08,System Failure,ATM Network,66.26,3,1.49,1.16,1.0,2.8,20,,4,2,2015,2,22.086666659304445,1.2844827575133768,5.185199999999999,0.139999999993,3,0,OLE,1,0,-0.0809460490727631,0.5928356847713957,0,0,67.41385688531281,0,0.013050950939456667,14.722315356331267,LOW
OLE-0308,2022-11-26,Tech Failure,Payments,5.0,5,0.95,1.26,1.0,3.0,24,,11,4,2022,5,0.9999999998,0.7539682533698664,5.985,0.12499999999479167,4,3,OLE,1,0,-0.05324560353776853,1.3943304777986811,0,0,16.98689042473561,0,0.05200768405354274,12.140499654353615,LOW
OLE-0671,2019-01-14,System Failure,ATM Network,76.06,3,0.85,0.76,1.0,3.8,14,0.0,1,1,2019,0,25.35333332488222,1.1184210511599724,1.938,0.27142857140918364,3,0,OLE,1,1,0.006528988880002973,0.4646174514761395,0,1,69.01659504537714,1,0.7790105760400485,54.7383765256092,HIGH
ALE-0446,2014-07-24,Tech Failure,Payments,220.49,2,1.19,2.3,2.01,3.2,26,0.0,7,3,2014,3,110.2449999448775,0.5173913041228734,5.473999999999999,0.12307692307218936,4,3,ALE,0,0,-0.07272115424980774,1.425031470445683,0,0,198.97892392949234,0,0.04702956544685296,38.123334135389555,MEDIUM
OLE-0675,2021-12-19,Tech Failure,Retail Banking,100.59,5,0.42,0.67,1.0,3.9,18,,12,4,2021,6,20.1179999959764,0.6268656707061706,1.4070000000000003,0.21666666665462964,4,4,OLE,1,0,-0.020351538281533688,0.14367936344219706,0,0,66.66134978620875,0,0.008791744624205358,23.424905545970848,LOW
ALE-0634,2017-03-18,System Failure,Online Services,123.94,2,1.55,1.97,2.38,3.4,20,,3,1,2017,5,61.969999969015,0.7868020300574609,6.107,0.1699999999915,3,2,ALE,0,0,-0.10482429711701413,0.16182020262354097,0,0,155.8994749554778,0,0.015335509737024307,25.38655652349748,LOW
ALE-1094,2016-03-04,Phishing,Payments,114.82,2,2.3,3.25,3.18,2.8,25,,3,1,2016,4,57.409999971294994,0.7076923074745561,14.95,0.11199999999551999,2,3,ALE,0,0,-0.07673732791768428,0.042498744699792236,0,0,172.11560517553278,0,0.02291142028371675,32.3979491242255,MEDIUM
OLE-0410,2023-11-04,Tech Failure,ATM Network,13.34,4,0.49,1.07,1.0,3.7,24,,11,4,2023,5,3.33499999916625,0.4579439248056598,2.0972,0.15416666666024306,4,0,OLE,1,0,-0.0477700203426662,1.2852141445657794,0,0,17.024660232317597,0,0.0030534030565544466,11.243852250159808,LOW
OLE-0508,2023-12-22,System Failure,Retail Banking,54.25,3,0.67,0.56,1.0,2.8,16,,12,4,2023,4,18.083333327305557,1.196428569292092,1.1256000000000002,0.1749999999890625,3,4,OLE,1,0,-0.06505831628334696,0.7499684380240517,0,0,54.56015361216159,0,0.0033542964954716395,14.684222285608001,LOW
OLE-0283,2023-04-20,System Failure,E-Banking,17.45,2,0.94,0.86,1.0,3.0,17,0.0,4,2,2023,3,8.7249999956375,1.0930232545429963,1.6167999999999998,0.1764705882249135,3,1,OLE,1,0,-0.1054740058914252,1.2314409875409322,0,0,31.171198999750487,0,0.0006637272776673039,4.873827401767201,LOW
ALE-1216,2018-07-06,Phishing,Retail Banking,340.16,3,2.49,1.36,0.94,2.6,29,0.0,7,3,2018,4,113.38666662887111,1.8308823515949393,10.159200000000002,0.08965517241070155,2,4,ALE,0,1,0.005275647367940728,2.990733100899083,1,1,249.30259664169682,1,0.7864128043084625,83.58030549879926,CRITICAL
OLE-0101,2016-04-03,System Failure,ATM Network,60.65,2,0.63,1.26,1.0,3.2,19,0.0,4,2,2016,6,30.324999984837497,0.4999999996031746,1.5876000000000001,0.1684210526227147,3,0,OLE,1,0,-0.06280837400927436,0.6662340815863332,0,0,59.525478671567846,0,0.001869272431820595,15.757699297727711,LOW
ALE-1253,2014-06-06,Data Breach,Payments,16.39,5,2.44,2.42,1.97,3.1,16,,6,2,2014,4,3.2779999993444,1.008264462393279,29.523999999999997,0.19374999998789064,1,3,ALE,0,0,-0.04760906594651704,1.2453094903259294,0,0,36.909508117253125,0,0.04292219824764846,15.836136980990556,LOW
ALE-0210,2015-04-14,Tech Failure,Online Services,10.0,5,0.8,3.2,3.9,3.6,19,0.0,4,2,2015,1,1.9999999996,0.249999999921875,12.8,0.18947368420055402,4,2,ALE,0,0,-0.03283434580304967,1.3289130118317138,0,0,36.69465137778345,0,0.07105890507592783,18.974210517220065,LOW
ALE-1079,2018-10-10,Cyber-Fraud,E-Banking,115.69,5,0.94,3.24,2.3,3.0,15,0.0,10,4,2018,2,23.1379999953724,0.29012345670057915,15.227999999999998,0.19999999998666668,0,1,ALE,0,0,-0.027378917435266548,0.053881383778044634,0,0,100.18427788776037,0,0.06546807836273444,29.717378045964054,LOW
ALE-0648,2015-04-08,Tech Failure,Payments,153.34,1,1.57,1.58,1.92,3.1,20,,4,2,2015,2,153.33999984666,0.9936708854470437,2.4806000000000004,0.15499999999225,4,3,ALE,0,0,-0.06513332315256282,0.5464749025093097,0,0,166.49082823336286,0,0.1727716928167956,38.46361864940961,MEDIUM
ALE-0066,2014-12-09,Data Breach,ATM Network,126.7,4,2.43,3.07,3.45,2.5,25,0.0,12,4,2014,1,31.67499999208125,0.7915309443675795,29.8404,0.099999999996,1,0,ALE,0,0,-0.024081761350082997,0.19793064383730707,0,0,140.00267874502703,0,0.09645636476227218,37.6440146716414,MEDIUM
ALE-0587,2015-05-02,System Failure,E-Banking,303.1,5,2.12,3.45,2.76,2.5,17,,5,2,2015,5,60.61999998787601,0.6144927534450746,36.57000000000001,0.14705882352076124,3,1,ALE,0,1,0.0031405839765585863,2.5058588431519198,1,1,228.56090675235004,1,0.44938365168257227,68.15839069055775,HIGH
OLE-0369,2024-12-05,Data Breach,Retail Banking,17.14,5,0.84,1.0,1.0,2.9,19,,12,4,2024,3,3.4279999993144,0.8399999991599999,4.2,0.15263157893933518,1,4,OLE,1,0,-0.09400971003330894,1.2354968704308842,0,0,19.695202902659446,0,0.002404224368816031,4.800934141424756,LOW
ALE-0529,2016-02-03,Phishing,E-Banking,125.87,2,2.13,2.48,1.97,2.7,28,,2,1,2016,2,62.9349999685325,0.8588709673956165,10.5648,0.09642857142512756,2,1,ALE,0,0,-0.07974404427465231,0.1870713444867905,0,0,160.82009947183644,0,0.03967506281692199,30.7370608685239,MEDIUM
OLE-0169,2015-05-26,Cyber-Fraud,Payments,5.0,4,1.0,1.5,1.0,2.7,15,,5,2,2015,1,1.2499999996875,0.6666666662222221,6.0,0.179999999988,0,3,OLE,1,0,-0.05192694938028719,1.3943304777986811,0,0,27.379490494652405,0,0.015027717756055254,12.699801233427028,LOW
ALE-0968,2019-02-25,System Failure,Online Services,161.55,1,2.44,2.64,2.42,3.9,29,0.0,2,1,2019,0,161.54999983845,0.9242424238923324,6.4416,0.13448275861605233,3,2,ALE,0,0,-0.016922552083675213,0.6538903816270705,0,0,175.33893933153502,0,0.26847859205084523,50.36344256563851,HIGH
ALE-1288,2015-03-21,Tech Failure,E-Banking,205.75,4,1.17,3.16,3.09,3.4,25,,3,1,2015,5,51.437499987140626,0.3702531644397933,14.7888,0.13599999999456,4,1,ALE,0,0,-0.07113967631000334,1.2321807807750627,0,0,184.87525474852575,0,0.014441042288959073,34.96635548194984,MEDIUM
ALE-0822,2019-01-26,Data Breach,ATM Network,177.67,3,2.74,2.05,2.4,3.9,29,0.0,1,1,2019,5,59.223333313592214,1.336585365201666,16.851,0.13448275861605233,1,0,ALE,0,0,-0.035903195622652095,0.8647962919045733,0,0,183.8408021726447,0,0.017402270387692424,40.12211144601232,MEDIUM
ALE-0813,2017-06-10,Data Breach,ATM Network,183.34,5,1.51,2.31,1.9,2.9,16,,6,2,2017,5,36.6679999926664,0.6536796533966754,17.4405,0.18124999998867186,1,0,ALE,0,0,-0.07417154770622253,0.9389796983111146,0,0,148.52359632311897,0,0.01592195178135341,28.768610942078805,LOW
ALE-0406,2014-07-24,Cyber-Fraud,Retail Banking,90.49,1,2.22,1.97,2.39,2.9,25,,7,3,2014,3,90.48999990950999,1.1269035527274602,4.3734,0.11599999999536,0,4,ALE,0,0,-0.06205374056369867,0.27582264469547146,0,0,129.13101870964,0,0.023837635226865845,27.745352276959306,LOW
ALE-0792,2017-02-28,Cyber-Fraud,Retail Banking,120.55,2,1.34,2.12,1.63,3.8,27,,2,1,2017,1,60.2749999698625,0.6320754713999643,5.6816,0.1407407407355281,0,4,ALE,0,0,-0.06163560195354767,0.117467160697937,0,0,143.1257235540667,0,0.007733169409092966,29.476755867831372,LOW
OLE-0591,2020-01-16,Data Breach,ATM Network,45.23,5,0.7,1.2,1.0,3.6,16,,1,1,2020,3,9.0459999981908,0.5833333328472222,4.2,0.2249999999859375,1,0,OLE,1,0,-0.06883320524224257,0.8679815466284609,0,0,39.34658840023436,0,0.010901463657560208,11.961811471764355,LOW
ALE-0546,2017-06-04,Data Breach,E-Banking,182.33,3,1.79,2.45,2.82,3.9,17,,6,2,2017,6,60.77666664640778,0.73061224459975,13.156500000000001,0.22941176469238753,1,1,ALE,0,0,-0.04797221878858937,0.9257653701857873,0,0,185.53139186650182,0,0.08014109431046426,40.800776455268455,MEDIUM
OLE-0536,2019-11-10,Cyber-Fraud,Retail Banking,50.05,5,0.77,1.04,1.0,2.7,16,,11,4,2019,6,10.009999997998,0.740384614672707,4.0040000000000004,0.16874999998945314,0,4,OLE,1,0,-0.040774639905259646,0.8049191094363043,0,0,42.325269733513004,0,0.0008229128144082078,16.238779025633654,LOW
ALE-0480,2016-01-10,Data Breach,ATM Network,89.19,2,1.53,2.12,1.93,3.4,22,0.0,1,1,2016,6,44.5949999777025,0.7216981128671235,6.4872000000000005,0.15454545453842974,1,0,ALE,0,0,-0.08733061917502055,0.29283118584688295,0,0,129.92028563486897,0,0.0074950263335362465,23.55676145040303,LOW
OLE-0495,2024-08-07,Tech Failure,ATM Network,90.11,1,0.65,0.77,1.0,3.0,22,0.0,8,3,2024,2,90.10999990988999,0.844155843059538,0.5005000000000001,0.136363636357438,4,0,OLE,1,0,-0.035259558978300576,0.2807943721089609,0,0,83.77520349717649,0,0.15250326775646916,28.97837369039737,LOW
OLE-0112,2014-12-21,System Failure,E-Banking,81.98,4,1.34,0.74,1.0,3.2,23,,12,4,2014,6,20.49499999487625,1.8108108083637693,3.9664,0.13913043477655956,3,1,OLE,1,0,-0.043581256840043436,0.38716317177125,0,0,73.11477690432608,0,0.0006637272776673039,20.73076779186051,LOW
OLE-0304,2015-10-30,Cyber-Fraud,Retail Banking,93.71,3,1.3,1.34,1.0,3.1,15,0.0,10,4,2015,4,31.236666656254442,0.9701492530073512,5.226000000000001,0.20666666665288888,0,4,OLE,1,0,-0.06534867356519242,0.23369379661274442,0,0,83.19339735753903,0,0.00031887067181184825,19.104027746358696,LOW
OLE-0097,2015-11-23,Tech Failure,Retail Banking,37.66,5,1.31,0.69,1.0,3.7,23,0.0,11,4,2015,0,7.531999998493599,1.8985507218861586,4.5195,0.16086956521039697,4,4,OLE,1,0,-0.02626331398472126,0.9670235901024498,0,0,34.57287577271646,0,0.022592238234961367,17.912222967336604,LOW
ALE-0168,2014-04-01,Phishing,ATM Network,225.99,1,1.33,1.59,1.36,2.9,19,0.0,4,2,2014,1,225.98999977401,0.8364779868952968,2.1147,0.15263157893933518,2,0,ALE,0,0,-0.026775749767819934,1.4969906830093471,0,0,221.22437905523864,0,0.3036268003228224,57.45673323005154,HIGH
