SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET,MONTH,QUARTER,YEAR,DAY_OF_WEEK,LOSS_PER_FREQ,SEV_OPVAR_RATIO,RISK_COMPOSITE,ML_VIX_INTERACT,GDP_VIX_RATIO,EVENT_ENC,PROCESS_ENC,SCENARIO_PREFIX,SCENARIO_ENC,ANOMALY_ISO,ANOMALY_SCORE,ZSCORE_LOSS,ANOMALY_Z,ANOMALY_COMBINED,PREDICTED_LOSS,PREDICTED_TARGET,PROB_HIGH_RISK,RISK_SCORE,ALERT_TIER
ALE-0778,2022-05-08,Phishing,Online Services,146.89,5,2.74,2.55,1.9,2.9,19,0,5,2,2022,6,29.377999994124398,1.0745098035001923,34.935,36.1,0.15263157893933518,2,2,ALE,0,0,-0.04616419419378659,0.4620863714119215,0,0,140.61608358790266,0,0.2753227477258056,39.78153135721834,MEDIUM
OLE-0241,2023-03-16,System Failure,ATM Network,74.36,1,1.32,0.92,1.0,3.0,18,0,3,1,2023,3,74.35999992564,1.4347826071361058,1.2144000000000001,18.0,0.1666666666574074,3,0,OLE,1,0,-0.07400487789327875,0.48685938990490846,0,0,69.89499950175654,0,0.3083308757318185,26.171413374712614,LOW
OLE-0580,2022-11-09,Tech Failure,ATM Network,81.82,5,0.65,0.7,1.0,2.9,14,1,11,4,2022,2,16.3639999967272,0.928571427244898,2.275,14.0,0.20714285712806121,4,0,OLE,1,0,-0.029443585411085493,0.38925653068219307,0,0,71.19328067868697,1,0.2453367289489931,30.316191823922335,MEDIUM
ALE-0893,2022-02-13,Cyber-Fraud,Retail Banking,136.98,2,1.15,2.89,2.62,3.2,25,0,2,1,2022,6,68.48999996575499,0.39792387529483597,6.646999999999999,65.5,0.12799999999488001,0,4,ALE,0,0,-0.031073478795870302,0.332428953865392,0,0,146.27798955223457,1,0.22024881905495192,40.81086450143485,MEDIUM
ALE-0859,2022-10-23,Cyber-Fraud,E-Banking,91.93,4,2.4,3.37,2.75,3.6,15,2,10,4,2022,6,22.982499994254376,0.7121661718954996,32.352,41.25,0.239999999984,0,1,ALE,0,1,0.008986244632568141,0.25698241449698467,0,1,95.21471315379813,2,0.4303636586457034,45.8054644880635,MEDIUM
OLE-0850,2022-03-11,System Failure,Retail Banking,20.54,3,1.28,0.73,1.0,2.8,22,1,3,1,2022,4,6.846666664384444,1.7534246551322952,2.8032,22.0,0.12727272726694214,3,4,OLE,1,0,-0.06178685128293071,1.1910129935733462,0,0,25.64497387328902,0,0.28737963448359644,20.289189456923417,LOW
OLE-0290,2022-07-03,Data Breach,Retail Banking,5.0,4,1.0,0.62,1.0,2.8,24,1,7,3,2022,6,1.2499999996875,1.612903223204995,2.48,24.0,0.11666666666180554,1,4,OLE,1,0,-0.042690401058103955,1.3943304777986811,0,0,16.760171639380253,1,0.22004091925482877,19.19510969972002,LOW
OLE-0307,2022-01-06,Tech Failure,Payments,15.53,2,1.39,1.26,1.0,3.4,23,1,1,1,2022,3,7.764999996117499,1.1031746022990676,3.5027999999999997,23.0,0.14782608695009453,4,3,OLE,1,0,-0.0709157728636638,1.2565612944722477,0,0,20.915397317406295,1,0.22829069228516607,16.230835912788553,LOW
ALE-0795,2022-10-06,Cyber-Fraud,Payments,113.67,3,2.45,2.11,2.23,3.3,18,1,10,4,2022,3,37.88999998737,1.161137440207992,15.5085,40.14,0.18333333332314813,0,3,ALE,0,0,-0.07560848180756591,0.027452727527389826,0,0,130.55083865536793,1,0.22666532926499097,32.460798771946855,MEDIUM
OLE-0842,2023-06-30,Data Breach,Payments,40.89,1,1.1,1.31,1.0,3.3,14,1,6,2,2023,4,40.88999995911,0.8396946558475613,1.4410000000000003,14.0,0.23571428569744896,1,3,OLE,1,0,-0.07012943895584905,0.9247639070877887,0,0,53.10338288986398,1,0.3037057669472756,23.950658779611818,LOW
ALE-0082,2022-12-15,System Failure,Retail Banking,186.46,1,1.71,1.95,1.59,3.9,18,0,12,4,2022,3,186.45999981353998,0.8769230764733728,3.3345,28.62,0.21666666665462964,3,4,ALE,0,0,-0.02080088401374436,0.9798001970745024,0,0,181.8395099089199,0,0.23585185199183328,48.26736036768258,MEDIUM
ALE-0108,2022-12-30,System Failure,Retail Banking,129.53,3,2.74,2.54,2.86,3.2,27,1,12,4,2022,4,43.17666665227444,1.078740157055614,20.878800000000002,77.22,0.11851851851412895,3,4,ALE,0,0,-0.02161458862229626,0.23495692957461065,0,0,148.36560118425774,1,0.2306589817816066,42.80291277622158,MEDIUM
ALE-0245,2022-11-14,Phishing,ATM Network,68.33,3,1.12,1.22,0.89,2.8,29,0,11,4,2022,0,22.776666659074444,0.9180327861327601,4.099200000000001,25.81,0.09655172413460165,2,0,ALE,0,0,-0.02964498651702152,0.5657528538610712,0,0,77.0611650360764,0,0.2160856110701752,30.170970545268727,MEDIUM
OLE-0343,2022-03-19,System Failure,ATM Network,66.26,3,1.49,1.16,1.0,2.8,20,2,3,1,2022,5,22.086666659304445,1.2844827575133768,5.185199999999999,20.0,0.139999999993,3,0,OLE,1,0,-0.08037121849303275,0.5928356847713957,0,0,66.87860815026299,2,0.44875095927335973,29.741706262663005,LOW
OLE-0308,2023-06-26,Tech Failure,Payments,5.0,5,0.95,1.26,1.0,3.0,24,1,6,2,2023,0,0.9999999998,0.7539682533698664,5.985,24.0,0.12499999999479167,4,3,OLE,1,0,-0.06350509111367442,1.3943304777986811,0,0,16.553302293672388,1,0.31620005143453883,19.656494375838456,LOW
OLE-0671,2022-11-03,System Failure,ATM Network,76.06,3,0.85,0.76,1.0,3.8,14,0,11,4,2022,3,25.35333332488222,1.1184210511599724,1.938,14.0,0.27142857140918364,3,0,OLE,1,0,-0.03674706880845646,0.4646174514761395,0,0,72.38156710909186,0,0.275654990461246,30.553062788615904,MEDIUM
ALE-0446,2022-02-04,Tech Failure,Payments,220.49,2,1.19,2.3,2.01,3.2,26,0,2,1,2022,4,110.2449999448775,0.5173913041228734,5.473999999999999,52.25999999999999,0.12307692307218936,4,3,ALE,0,0,-0.06216702823559167,1.425031470445683,0,0,210.91237268306264,0,0.25375654503868744,47.676508864112044,MEDIUM
OLE-0675,2023-04-30,Tech Failure,Retail Banking,100.59,5,0.42,0.67,1.0,3.9,18,1,4,2,2023,6,20.1179999959764,0.6268656707061706,1.4070000000000003,18.0,0.21666666665462964,4,4,OLE,1,0,-0.03783076507683392,0.14367936344219706,0,0,70.92699095186175,1,0.30088322971523285,31.061835963942393,MEDIUM
ALE-0634,2022-07-15,System Failure,Online Services,123.94,2,1.55,1.97,2.38,3.4,20,2,7,3,2022,4,61.969999969015,0.7868020300574609,6.107,47.599999999999994,0.1699999999915,3,2,ALE,0,0,-0.10098515664836388,0.16182020262354097,0,0,142.25348061117708,2,0.3931189036816669,36.59253294937119,MEDIUM
ALE-1094,2022-05-13,Phishing,Payments,114.82,2,2.3,3.25,3.18,2.8,25,2,5,2,2022,4,57.409999971294994,0.7076923074745561,14.95,79.5,0.11199999999551999,2,3,ALE,0,0,-0.045667368408209175,0.042498744699792236,0,0,145.9995118293794,2,0.45220911947923376,46.87264138993142,MEDIUM
OLE-0410,2023-08-22,Tech Failure,ATM Network,13.34,4,0.49,1.07,1.0,3.7,24,2,8,3,2023,1,3.33499999916625,0.4579439248056598,2.0972,24.0,0.15416666666024306,4,0,OLE,1,0,-0.06942984440159333,1.2852141445657794,0,0,20.32885795174677,2,0.47064193047071307,24.827575959702425,LOW
OLE-0508,2023-08-30,System Failure,Retail Banking,54.25,3,0.67,0.56,1.0,2.8,16,1,8,3,2023,2,18.083333327305557,1.196428569292092,1.1256000000000002,16.0,0.1749999999890625,3,4,OLE,1,0,-0.07581838391636381,0.7499684380240517,0,0,56.30779144731348,1,0.25034281759386845,21.792890749476943,LOW
OLE-0283,2023-07-20,System Failure,E-Banking,17.45,2,0.94,0.86,1.0,3.0,17,0,7,3,2023,3,8.7249999956375,1.0930232545429963,1.6167999999999998,17.0,0.1764705882249135,3,1,OLE,1,0,-0.11103776521996395,1.2314409875409322,0,0,23.32475179325723,0,0.27856982721407464,12.826298889722649,LOW
ALE-1216,2022-10-02,Phishing,Retail Banking,340.16,3,2.49,1.36,0.94,2.6,29,0,10,4,2022,6,113.38666662887111,1.8308823515949393,10.159200000000002,27.259999999999998,0.08965517241070155,2,4,ALE,0,1,0.00446581180420369,2.990733100899083,1,1,250.0513947343387,0,0.32002314958173333,65.23599866086123,HIGH
OLE-0101,2022-05-18,System Failure,ATM Network,60.65,2,0.63,1.26,1.0,3.2,19,0,5,2,2022,2,30.324999984837497,0.4999999996031746,1.5876000000000001,19.0,0.1684210526227147,3,0,OLE,1,0,-0.10560586334710631,0.6662340815863332,0,0,60.61773813960444,2,0.37742483341396965,22.796087644849734,LOW
ALE-1253,2022-01-27,Data Breach,Payments,16.39,5,2.44,2.42,1.97,3.1,16,1,1,1,2022,3,3.2779999993444,1.008264462393279,29.523999999999997,31.52,0.19374999998789064,1,3,ALE,0,0,-0.02555047628735685,1.2453094903259294,0,0,42.55079259480519,1,0.2951737454022981,28.173552428757,LOW
ALE-0210,2022-03-20,Tech Failure,Online Services,10.0,5,0.8,3.2,3.9,3.6,19,0,3,1,2022,6,1.9999999996,0.249999999921875,12.8,74.1,0.18947368420055402,4,2,ALE,0,1,0.016225452029898668,1.3289130118317138,0,1,54.986621458633984,0,0.2257240897208594,33.42835077152616,MEDIUM
ALE-1079,2022-10-18,Cyber-Fraud,E-Banking,115.69,5,0.94,3.24,2.3,3.0,15,0,10,4,2022,1,23.1379999953724,0.29012345670057915,15.227999999999998,34.5,0.19999999998666668,0,1,ALE,0,0,-0.01757078642132759,0.053881383778044634,0,0,109.41830057441473,0,0.3484547591667172,41.467932556361056,MEDIUM
ALE-0648,2022-03-19,Tech Failure,Payments,153.34,1,1.57,1.58,1.92,3.1,20,1,3,1,2022,5,153.33999984666,0.9936708854470437,2.4806000000000004,38.4,0.15499999999225,4,3,ALE,0,0,-0.07096299190347743,0.5464749025093097,0,0,163.69315644053236,1,0.27207576191920185,39.81039355622538,MEDIUM
ALE-0066,2022-02-27,Data Breach,ATM Network,126.7,4,2.43,3.07,3.45,2.5,25,0,2,1,2022,6,31.67499999208125,0.7915309443675795,29.8404,86.25,0.099999999996,1,0,ALE,0,1,0.01268273161652822,0.19793064383730707,0,1,137.80980103437238,0,0.2603765999718531,46.9452779447529,MEDIUM
ALE-0587,2022-03-23,System Failure,E-Banking,303.1,5,2.12,3.45,2.76,2.5,17,2,3,1,2022,2,60.61999998787601,0.6144927534450746,36.57000000000001,46.919999999999995,0.14705882352076124,3,1,ALE,0,0,-0.01838398843937261,2.5058588431519198,1,1,243.89210773763304,2,0.44799955091481963,65.61074526312542,HIGH
OLE-0369,2023-10-27,Data Breach,Retail Banking,17.14,5,0.84,1.0,1.0,2.9,19,1,10,4,2023,4,3.4279999993144,0.8399999991599999,4.2,19.0,0.15263157893933518,1,4,OLE,1,0,-0.06899669444888823,1.2354968704308842,0,0,23.581046832363167,1,0.2891168530017509,19.03630523188642,LOW
ALE-0529,2022-05-08,Phishing,E-Banking,125.87,2,2.13,2.48,1.97,2.7,28,1,5,2,2022,6,62.9349999685325,0.8588709673956165,10.5648,55.16,0.09642857142512756,2,1,ALE,0,0,-0.06344054035884134,0.1870713444867905,0,0,154.02817644128027,1,0.24190129332353497,38.29945229374735,MEDIUM
OLE-0169,2022-03-27,Cyber-Fraud,Payments,5.0,4,1.0,1.5,1.0,2.7,15,2,3,1,2022,6,1.2499999996875,0.6666666662222221,6.0,15.0,0.179999999988,0,3,OLE,1,0,-0.04878971279540556,1.3943304777986811,0,0,27.909111558276024,2,0.4618965187706136,28.540484408191002,LOW
ALE-0968,2022-11-10,System Failure,Online Services,161.55,1,2.44,2.64,2.42,3.9,29,0,11,4,2022,3,161.54999983845,0.9242424238923324,6.4416,70.17999999999999,0.13448275861605233,3,2,ALE,0,0,-0.020088058393755825,0.6538903816270705,0,0,164.42374867357304,0,0.23644633729379422,45.69647463100128,MEDIUM
ALE-1288,2022-03-16,Tech Failure,E-Banking,205.75,4,1.17,3.16,3.09,3.4,25,1,3,1,2022,2,51.437499987140626,0.3702531644397933,14.7888,77.25,0.13599999999456,4,1,ALE,0,0,-0.03593795985009174,1.2321807807750627,0,0,188.8579225234275,0,0.2716843683742044,48.51679522416627,MEDIUM
ALE-0822,2022-11-05,Data Breach,ATM Network,177.67,3,2.74,2.05,2.4,3.9,29,0,11,4,2022,5,59.223333313592214,1.336585365201666,16.851,69.6,0.13448275861605233,1,0,ALE,0,0,-0.007994317726823685,0.8647962919045733,0,0,173.39881596599963,0,0.24019295022510215,48.88272659510417,MEDIUM
ALE-0813,2022-07-29,Data Breach,ATM Network,183.34,5,1.51,2.31,1.9,2.9,16,2,7,3,2022,4,36.6679999926664,0.6536796533966754,17.4405,30.4,0.18124999998867186,1,0,ALE,0,0,-0.07223012946175422,0.9389796983111146,0,0,168.0666318141548,2,0.34254206841279566,42.777392599579485,MEDIUM
ALE-0406,2022-02-04,Cyber-Fraud,Retail Banking,90.49,1,2.22,1.97,2.39,2.9,25,1,2,1,2022,4,90.48999990950999,1.1269035527274602,4.3734,59.75,0.11599999999536,0,4,ALE,0,0,-0.03268473009435169,0.27582264469547146,0,0,125.90706155420327,1,0.18517835463889745,36.2145467167856,MEDIUM
ALE-0792,2022-07-12,Cyber-Fraud,Retail Banking,120.55,2,1.34,2.12,1.63,3.8,27,2,7,3,2022,1,60.2749999698625,0.6320754713999643,5.6816,44.01,0.1407407407355281,0,4,ALE,0,0,-0.06062883351323112,0.117467160697937,0,0,139.85198078594954,2,0.5407075852056961,46.95599223178538,MEDIUM
OLE-0591,2023-01-03,Data Breach,ATM Network,45.23,5,0.7,1.2,1.0,3.6,16,1,1,1,2023,1,9.0459999981908,0.5833333328472222,4.2,16.0,0.2249999999859375,1,0,OLE,1,0,-0.05316935002253487,0.8679815466284609,0,0,42.0159204773855,1,0.263173047302273,23.15976597552854,LOW
ALE-0546,2022-07-28,Data Breach,E-Banking,182.33,3,1.79,2.45,2.82,3.9,17,1,7,3,2022,3,60.77666664640778,0.73061224459975,13.156500000000001,47.94,0.22941176469238753,1,1,ALE,0,0,-0.057279244270639684,0.9257653701857873,0,0,175.76260206469922,1,0.1941516166287797,40.83553579118279,MEDIUM
OLE-0536,2022-12-23,Cyber-Fraud,Retail Banking,50.05,5,0.77,1.04,1.0,2.7,16,1,12,4,2022,4,10.009999997998,0.740384614672707,4.0040000000000004,16.0,0.16874999998945314,0,4,OLE,1,0,-0.04459364033925273,0.8049191094363043,0,0,45.21660820734523,1,0.2501898470994774,24.383102787703173,LOW
ALE-0480,2022-05-04,Data Breach,ATM Network,89.19,2,1.53,2.12,1.93,3.4,22,0,5,2,2022,2,44.5949999777025,0.7216981128671235,6.4872000000000005,42.46,0.15454545453842974,1,0,ALE,0,0,-0.10558644154264152,0.29283118584688295,0,0,123.623672691668,1,0.33161962789153304,30.927545372516985,MEDIUM
OLE-0495,2023-10-07,Tech Failure,ATM Network,90.11,1,0.65,0.77,1.0,3.0,22,0,10,4,2023,5,90.10999990988999,0.844155843059538,0.5005000000000001,22.0,0.136363636357438,4,0,OLE,1,0,-0.04706140106433809,0.2807943721089609,0,0,78.6988704748181,0,0.32074282534717097,31.683633065721217,MEDIUM
OLE-0112,2022-03-01,System Failure,E-Banking,81.98,4,1.34,0.74,1.0,3.2,23,1,3,1,2022,1,20.49499999487625,1.8108108083637693,3.9664,23.0,0.13913043477655956,3,1,OLE,1,0,-0.07415641182511695,0.38716317177125,0,0,76.56772633129457,1,0.2990862570736646,26.857617546501643,LOW
